sentence	relation 
Lake Oswego was home to a <e1>sord</e1> of <e2>mallards</e2> who fled south during January and February, and returned in March for breeding.	13
In the <e1>poem</e1>, an <e2>albatross</e2> starts to follow a ship - being followed by an albatross was generally considered an omen of good luck.	18
The <e1>cyclotron</e1> started from the <e2>beginning</e2> of January 2000.	18
Shortly after injection, the <e1>poison</e1> is going into the blood <e2>vessels</e2>.	6
The iron <e1>tablets</e1> were in a <e2>box</e2> on the floor.	4
The <e1>machine</e1> needs user <e2>confirmation</e2> EACH time the camera is turned on.	18
I have removed the <e1>bubbles</e1> into the glass <e2>tubes</e2>.	6
Those <e1>canvases</e1> by Mark Rothko with luminous <e2>colors</e2> floating in space make me swoon.	3
The <e1>crater</e1> of the <e2>vulcano</e2> Solfatara shows a great variety of botanica species, varying greatly from each other due to climatic and pedologic reasons.	2
Congenital renal disease was detected in a <e1>flock</e1> of <e2>sheep</e2> in the English Midlands over 2 successive years (1982 and 1983).	13
The <e1>windshield</e1> encloses a parachute <e2>housing</e2> containing a parachute assembly.	5
When the first model sank in August 1991, the <e1>crash</e1> caused a <e2>seismic event</e2> registering 3.0 on the Richter scale, and left nothing but a pile of debris at 220m of depth.	0
Also (on a proportional basis) the <e1>rainbow</e1> caused by the <e2>spray</e2> appeared smaller than that of the other rainbow.	1
The armed <e1>men</e1> tore down the rear wall using a <e2>sledgehammer</e2> and used a bolt cutter to destroy the detention locks.	11
Last month, <e1>scientists</e1> sliced the <e2>brain</e2> into 2401 paper-thin sections, part of a project to create an open-access digital atlas.	18
Another good example of the importance of hormonal balance in the body is the <e1>growth hormone</e1> produced by the <e2>pituitary gland</e2>.	16
The <e1>spotter</e1> sweeps the surrounding countryside with a powerful hand-held <e2>lamp</e2> with a tightly focused beam.	11
On National day, the government bestowed <e1>awards</e1> to deserving <e2>individuals</e2>.	6
The <e1>campus</e1> comprises the most noteworthy <e2>buildings</e2> including the Rector Tower, the Central Library and the University Olympic Stadium used for the 1968 Olympic Games and the 1986 soccer World Cup.	3
A jack-knifed <e1>lorry</e1> caused <e2>delays</e2> on the A27 eastbound between Havant, Hampshire, and Chichester, West Sussex.	0
The main product of the <e1>factory</e1> is white granulated <e2>sugar</e2>, which goes into industry with, for example, Coca Cola being one of the largest customers.	17
"In biological anatomy, the <e1>mesencephalon</e1> (or midbrain) comprises the <e2>tectum</e2> (or corpora quadrigemini), tegmentum, the ventricular mesocoelia (or ""iter""), and the cerebral peduncles, as well as several nuclei and fasciculi."	3
I reflected on this while passing a <e1>passel</e1> of <e2>pigeons</e2> parading on a Loop sidewalk the other day.	13
An array of severed limbs are then thrown down, the magician returns to earth, collects the <e1>limbs</e1> in a covered <e2>basket</e2> and the boy magically reappears.	6
Inside the car, <e1>keys</e1> were found in the <e2>ignition</e2> and Codario-Ferrino's license was discovered inside a purse on the passenger's seat.	18
FIG. 3 is a fragmentary cross-section taken substantially along the line 3--3 of FIG. 2 and shows the <e1>flapper</e1> of the <e2>closure</e2> in its closed position.	2
The charge to leak away before the arrival of the next <e1>impulse</e1> from the <e2>photocell</e2>.	8
The <e1>bomb</e1> was hidden in the <e2>gas tank</e2> of a motorcycle.	4
He's stuffed <e1>pork</e1> into <e2>defense</e2> and homeland security.	18
They are all in on it and the same <e1>people</e1> who caused the <e2>destruction</e2> of the economy are still running the show so they can keep us down and buy up the country cheap.	0
Next up is the fingerprint scanner, the scanner was cleaned by the UKPS <e1>operator</e1> with a <e2>cloth</e2>.	11
A <e1>lizard</e1> sticks its <e2>tongue</e2> out of its mouth.	3
We find evidence that Ernst suffered a thrombotic cardiovascular event, i.e., a myocardial <e1>infraction</e1> triggered by a blood <e2>clot</e2>.	1
I sent the <e1>payment</e1> to the registered <e2>email address</e2> in sandbox.	6
The coordinating colorful <e1>strap</e1> is made from <e2>polyurethane</e2>.	8
Some <e1>charts</e1> are specific to a particular <e2>musical genre</e2> and most to a particular geographical location.	14
A 24-year-old <e1>undergraduate</e1> from Nigeria is building helicopters out of old car and bike <e2>parts</e2>.	11
This <e1>machine</e1> was in a <e2>suitcase</e2> that was the size of a carry-on bag and weighed less than 10 pounds.	4
The themes of <e1>sex</e1>, death and growing older are explored in new <e2>works</e2> by poet Mark Doty.	15
Once outside, the python was placed in a <e1>bag</e1>, which was put inside a dog <e2>crate</e2>.	6
The attitude of the Allies changed with receipt of the very detailed Vrba-Wetzler <e1>report</e1>, compiled by two Jewish <e2>prisoners</e2>.	16
The <e1>show</e1> centered around a <e2>beach theme</e2>.	14
The <e1>psychiatrist</e1> killed him with the <e2>drugs</e2> she gave him.	11
Bevilona, pretending astonished fear, hides the frightened <e1>peasant</e1> in a <e2>cask</e2>.	6
The <e1>earthquake</e1> caused a massive <e2>avalanche</e2> on the northern slope of Mount Huascar.	0
The doctors, who are behind the <e1>motion</e1> being discussed at the <e2>conference</e2>, are unhappy about the guidance that has been issued.	15
This <e1>book</e1> provides a very detailed and interesting overview of the fundamental principles of <e2>nanoscience</e2>.	14
When fur coats were popular, a <e1>richness</e1> of <e2>martens</e2> were sacrificed to make one coat.	13
What is so amazing about this technology is that the <e1>image</e1> is constructed from random <e2>photos</e2> pulled from the Internet.	3
A <e1>couple</e1> relaxes with a cup of <e2>coffee</e2> at one of Alaska's fabulous bed and breakfasts.	11
Formerly it was usual to insulate the <e1>rod</e1> of the <e2>electroscope</e2> by passing it through a hole in a cork or mass of sulphur fixed in the top of the glass vessel within which the gold leaves were suspended.	2
Transient reduced electronic dynamics at low temperatures has been attempted by <e1>researchers</e1> using QDT <e2>approaches</e2>.	11
This <e1>paper</e1> is a review of frequency stability measurement <e2>techniques</e2> and of noise properties of frequency sources.	14
He saw behind the scenes and all the showroom <e1>areas</e1> of the <e2>store</e2>.	2
I included <e1>sections</e1> dealing with labour <e2>markets</e2>, domestic taxation, economic activation policies, and financial market regulation.	14
<e1>Papers</e1> of conductor and arranger Andre Kostelanetz are being donated to the <e2>library</e2> by the musician's estate.	6
When it was closer she saw the <e1>light</e1> was coming from a <e2>flashlight</e2> being carried in the mouth of a large black Scottie dog, its muzzle gray with age.	1
A tokamak is a toroidal (doughnut shape) <e1>magnetic bottle</e1> that contains the <e2>fusion plasma</e2>.	5
The injured <e1>worker</e1> fell from an elevated work <e2>surface</e2> or was struck by an object falling from an elevated work surface.	8
Categorical <e1>data</e1> were misplaced into the wrong <e2>category</e2>.	6
Atopic <e1>dermatitis</e1>, the most common type of eczema, causes <e2>itchiness</e2> that's worse in the colder months.	0
It took Sonu Shamdasani, the primary translator and the <e1>writer</e1> of a 33-page introductory <e2>essay</e2>, two years to persuade Jung's family to let him start working on a colour copy of the original book.	17
<e1>Droxyapatite</e1> were implanted into facial osteotomy <e2>gaps</e2>.	6
The story put <e1>wine</e1> in a <e2>positive health light</e2> and pointed out that it was superior to other foods in that particular regard.	18
Autologous <e1>blood</e1> <e2>clot</e2> is useful to occlude and repair perforations in small side branches of the coronary artery without myocardial damage.	18
<e1>Cruisers</e1> and large yachts have much more sophisticated <e2>fittings</e2> that that require more skills.	3
Following is a <e1>statement</e1> released by the <e2>lawyers</e2> acting on behalf of Humayra Abedin.	16
The <e1>food</e1> is kept in the <e2>kitchen</e2> and guests help themselves as it is a self service.	18
The <e1>servant</e1> brought forth <e2>jewels</e2> of silver, and jewels of gold, and clothing, and gave them to Rebekah.	18
It's funny my friend just used <e1>agave</e1> <e2>nectar</e2> in his margaritas.	9
The storm ended up causing about a fraction of the <e1>damage</e1> caused by the Chesapeake Bay <e2>storm</e2>.	1
The <e1>kitchen</e1> contents include an ice dispensing <e2>refrigerator</e2>, ovens, a toaster, and a coffee maker.	3
The big <e1>savings</e1> is coming from the <e2>hardware side</e2>.	18
Until last year, Afghanistan was an <e1>opium</e1> <e2>exporter</e2>, not a major heroin producer.	18
Extra virgin olive <e1>oil</e1> is in a <e2>cask</e2>.	4
Continued <e1>exposure</e1> to higher concentrations of the gas cause disorientation, <e2>convulsions</e2>, unconsciousness and death.	0
In this slideshow, images and quotes by <e1>artists</e1> from past <e2>seasons</e2> of Art:21 are juxtaposed to create a portrait of architecture in contemporary art.	8
Anyway, when he read that Stacey had spent the night beneath the <e1>stare</e1> of more than 30 <e2>owls</e2>, his interest was piqued.	13
The <e1>decline</e1> has been caused by the <e2>immigration</e2> of lower ability immigrants.	1
However, Greg saw people inside and went to the front <e1>entrance</e1> of the <e2>palace</e2> and was able to use enough Russian to communicate with the guide and get permission to buy our tickets without waiting to come inside for a tour.	2
The <e1>cultivation</e1> consisted of plowing the crop with a double-shovel <e2>plow</e2>.	18
Francisco Garcia Lorca sees the <e1>horse</e1> carrying the <e2>rider</e2>, against his will, to his death.	10
The factory owners have drained polluted <e1>water</e1> into their paddy <e2>fields</e2>.	6
The enormous <e1>landslide</e1>, which was triggered by an exceptionally heavy <e2>rainfall</e2> event (500 mm in 24 h) on 30 October 1998.	1
"This science-fiction thriller by a Seattle author is the story of Jane Charlotte, a young <e1>woman</e1> who tells her increasingly surreal <e2>tale</e2> of murder, kidnapping and an evil tribe of ""bad monkeys"" who are trying to control her actions to a skeptical psychiatrist."	17
The <e1>soldiers</e1> moved into the deep <e2>jungle</e2>.	6
The Parthenon frieze shows racing chariots ahead of the <e1>cavalcade</e1> of mounted <e2>horsemen</e2>.	13
The <e1>disease</e1> is passed on to another <e2>person</e2> by skin.	6
Well rested from our relaxing day pool side, the <e1>tourists</e1> had an early departure from the <e2>hotel</e2>.	8
The <e1>software</e1> caused a pretty good <e2>drain</e2> on the CPU for some reason.	0
Most of Birdtown's earliest <e1>residents</e1> hailed from Eastern European <e2>countries</e2>, including Slovakia, Ukraine, Czech Republic, Poland and Carpatho-Rusyn.	8
This <e1>car</e1> definitely has snob <e2>appeal</e2> with its good looks and saloon functionality.	18
Furthermore, many <e1>journals</e1> publishing <e2>biomedical research</e2> demand formal ethical clearance.	14
He has inherited <e1>susceptibility</e1> to certain <e2>cancers</e2>.	18
It's basically a trashy pseudo-18th-century <e1>novel</e1> written by a American <e2>historian</e2> at Harvard.	16
Spanish <e1>people</e1> successfully resolved the problem through a judicious <e2>combination</e2> of self-rule and shared rule.	11
Recently a <e1>statue</e1> of Welles by his faithful <e2>friend</e2> was unveiled in Split, Croatia.	16
In the same way, a <e1>society</e1> is built up of many <e2>individuals</e2>.	13
The <e1>image</e1> is from the <e2>poster</e2> 'Selling Counterfeit Products is Illegal'.	8
The beach was empty except for a <e1>charm</e1> of yellow <e2>finches</e2>.	13
This water <e1>painting</e1> has been donated to a local art <e2>gallery</e2>.	6
<e1>Mitochondria</e1> were passed on to subsequent <e2>generations</e2> only through egg cells.	18
The desperate <e1>man</e1> who had clung to the stump had battered the rocks with a shuddering <e2>thump</e2>.	0
<e1>Scleroderma</e1> is a disease of the body's connective tissue that causes thickening and <e2>hardening</e2> of the skin.	0
A stereo <e1>buss</e1> outputs the stereo buss <e2>signal</e2>; a record buss outputs the record buss signal.	0
The date for final payment is shown on the <e1>confirmation</e1> <e2>invoice</e2>.	18
Police <e1>officer</e1> uses a Taser stun <e2>gun</e2> to subdue a glass-wielding six-year-old.	11
They packed the <e1>players</e1> into the <e2>penalty boxes</e2> like sardines tonight.	6
<e1>Money</e1> flows into <e2>hedge funds</e2> again.	6
I made sure that the end could still slide freely over the <e1>dowel</e1> <e2>rod</e2>.	18
The 1906 San Francisco <e1>earthquake</e1> was caused by a <e2>rupture</e2> on the San Andreas Fault, a continental transform fault that forms part of the boundary between the Pacific Plate and the North American Plate.	1
The priority of hoisting locations depends on the <e1>rig</e1> of the <e2>vessel</e2>.	2
The <e1>film</e1> portrays four <e2>girls</e2> in a trend-setting clique at a fictional Ohio high school.	14
Well, this <e1>footballer</e1> kicked the <e2>ball</e2> the hardest he could and hit me.	11
In economic terms, the ecological <e1>catastrophe</e1> caused by the Prestige oil <e2>spill</e2> is comparable with that caused by the Exxon Valdez.	1
The Perrault <e1>version</e1> is the source of the most familiar Cinderella <e2>tale</e2>.	9
That ominous <e1>message</e1> from the <e2>chairman</e2> has been followed up this afternoon with the departure of manager Russell Slade.	16
The following are pages of MeSH annual <e1>updates</e1> from previous <e2>years</e2>.	8
Musica International, with its Musicanet website, is a database containing <e1>information</e1> on over 150'000 <e2>works</e2> of the international chorale repertoire.	14
My <e1>guns</e1> are locked in my <e2>room</e2>.	4
The confrontation between Martyn and Liz earlier ended with a <e1>struggle</e1> that resulted in Martyn's <e2>drowning</e2>.	0
The <e1>ship</e1> sailed from the <e2>port</e2> of Site, near Marseilles, on July 11, 1947, with 4515 immigrants.	8
Ten years ago an Indian <e1>academic</e1> knocked a <e2>hole</e2> through the wall of his laboratory so that children in the adjoining slum could play on one of his computers.	17
The <e1>draft</e1> makes a <e2>distinction</e2> between 'data' and 'records'.	14
I am amazed how the sound is making things bounce off the <e1>walls</e1> in my <e2>house</e2>.	2
The <e1>sail</e1> had an important <e2>roach</e2> and had adjustable batten fittings on the leech and luff receptacles.	3
The new CEO has invested 10% of the <e1>profit</e1> from last year into a new <e2>project</e2>.	6
That's right boys and girls you read that correctly, you just shared a <e1>printer</e1> over the <e2>internet</e2>.	18
Nearly all transcribed interview <e1>text</e1> was on the subject of smoking <e2>cessation</e2>.	14
In Cicero's speech for Milo, the <e1>orator</e1> makes a valid <e2>argument</e2>.	17
"Jessica Simpson's ""A Public Affair"" video features a group of <e1>stars</e1> from <e2>movies</e2> and TV."	8
A passenger was taken into custody after trying to bring a <e1>suitcase</e1> full of <e2>cocaine</e2> onto a plane at Philadelphia International Airport.	5
The communal <e1>den</e1> of garter <e2>snakes</e2> in Manitoba is selected to study whether courting males make mistakes in selecting females.	13
The <e1>wallet</e1> contained a driver's license, <e2>passport</e2>, a couple credit cards and $16 in cash.	5
The title is taken from an 1813 <e1>book</e1> by a Virginia <e2>planter</e2> and senator named John Taylor.	16
The financial <e1>losses</e1> caused by the <e2>earthquake</e2> were estimated at $7 million.	1
The dreary tenement scene is architecturally reminiscent of the neighbourhood of Fagin's <e1>den</e1> of <e2>child-thieves</e2> in Oliver Twist.	18
Semi-structured <e1>interviews</e1> are used by <e2>researchers</e2> in order to acquire an agent-informed account of policy processes.	10
The <e1>community</e1> of senior <e2>citizens</e2> already has great electoral power.	13
The <e1>map</e1> was locked in a <e2>safe</e2> in her office.	4
The customers are bringing <e1>snacks</e1> to the <e2>movie theaters</e2>.	6
200 IT <e1>jobs</e1> are going into <e2>schools</e2> in Victoria.	6
A urinary tract <e1>infection</e1> (UTI) is the most common cause of bladder <e2>irritation</e2>.	0
After several years of self-observation, Alexander began to teach his method of conscious <e1>inhibition</e1> through manual facilitated <e2>movement</e2>.	1
This government views <e1>science</e1> simply as a tool for profit <e2>generation</e2>.	18
The <e1>revolution</e1> brought forth impassioned <e2>pleas</e2> condemning the common law for not respecting the interests of the people and calling for law reform.	1
The company dragged the <e1>reducers</e1> into the hydrocarbon transportation <e2>system</e2>.	6
He noticed a speck of blood on the man's thumb and what he thought were several corresponding drops on the driver's <e1>door</e1> of the <e2>truck</e2>.	2
The <e1>mortality</e1> caused by the <e2>war</e2> is also high.	1
The farm takes on the <e1>raffle</e1> of <e2>turkeys</e2> in July, when they're just one day old, until they're slaughtered in December.	13
We hold the <e1>magnesium ribbon</e1> in <e2>tongs</e2>, and place one end in a Bunsen burner flame.	18
The <e1>news</e1> that the <e2>stock-index futures</e2> have been approved stimulated Wednesday's market.	14
The <e1>agency</e1> also provides a third of the region's power <e2>supply</e2>, drawn mostly from generators inside big dams.	18
Whilst audio sampled at 8kHz is sufficient for communication, such narrow-band speech does not sound natural, leading to user <e1>frustration</e1> after prolonged <e2>exposure</e2>, and making language learning difficult.	1
The owner returns the amount paid by way of guarantee deposit, within 31 days after the <e1>occupants</e1>' departure from the <e2>property</e2>.	8
A <e1>bird</e1> has flown into the <e2>building</e2> and is flying around the atrium.	6
The revolution of Ayutla represented a broad <e1>coalition</e1> of <e2>forces</e2>.	13
A man had a psychotic episode when he put his baby <e1>daughter</e1> in a <e2>microwave</e2>.	6
Thus, evaluating capital punishment as a form of retribution is reduced by Sellin to merely estimating the proportion of capital <e1>murders</e1> that result in <e2>execution</e2>.	0
One downside of the book was that some points in the <e1>book</e1> the <e2>author</e2> expanded the book with knowledge that made it a little less interesting.	16
The <e1>crowd</e1> departs from the <e2>capital</e2> after the swearining of President Barack Obama.	8
An i-Button is a globally unique <e1>computer chip</e1> enclosed in a 16mm <e2>steel case</e2>.	4
A White House <e1>usher</e1> prepares the blue <e2>room</e2> for a luncheon for the European Commission.	18
The <e1>suffering</e1> caused by the <e2>terrorists</e2> is the real torture.	1
The production of <e1>rice</e1> <e2>spirits</e2> in South China, such as the well-known Guiling Shanhua Spirit, kept using the same method described above until the first half of this century.	9
The <e1>passenger</e1> was placed into a small <e2>room</e2> before being transported to Harborview Medical Center for treatment.	6
Recently, in China, more <e1>people</e1> are moving into big <e2>cities</e2>.	6
He has been a <e1>jury</e1> <e2>member</e2> at four Olympic Games, and Chairman in 2004 and 2008.	13
He walked me over to an immense <e1>pile</e1> of <e2>rocks</e2> -- someone had broken down a stone wall -- and told me to move them to the back of the church courtyard across the street.	13
Just as the <e1>net</e1> enables the <e2>fisherman</e2> to catch many fish in one go, the pattern was favored by the samurai as it symbolized victory over many opponents at one time.	10
<e1>Canola</e1> <e2>seed</e2> are small, and placement at a shallow depth is required.	9
Condoleezza Rice speaks amid a <e1>crowd</e1> of torture <e2>protesters</e2>.	13
I had a <e1>nest</e1> of garter <e2>snakes</e2> in the crack between the sidewalk and foundation last year.	13
A representative is a technical guarantor, a partner or an <e1>officer</e1> of an enterprise who is a member of the <e2>corporation</e2> and who is designated as a representative for the enterprise in accordance with sections 79 and 80 of the Regulation respecting the internal management of the Corporation of Master Electricians of Quebec.	18
<e1>Farmers</e1> till their fields with <e2>implements</e2> which Europeans know only from museums.	11
The <e1>presentation</e1> generated <e2>debate</e2> and there was general discussion on how journalists can better equip themselves to handle the challenges.	0
The Discworld <e1>novels</e1> contain common <e2>themes</e2> and motifs that run through the series.	14
144 of those apartments have been personally designed by Giorgio Armani and the tower also boasts the <e1>designer</e1>'s first <e2>hotel</e2>.	17
As the bus climbed steadily throughrich terraced fields of grain towards the Qilian Shan, layersof mountains enfolded like a <e1>weyr</e1> of <e2>dragons</e2>.	13
The winds have blown <e1>moop</e1> into some formerly moop-free <e2>areas</e2>.	6
The old brick walls, the smell of paper and the big <e1>couch</e1> in the <e2>shop</e2> all help to create the image of a comfortable place where people would want to spend time.	2
Those of you who ran free, I hoped to hunt you down, to set a pack of hounds of Heaven or Hell, whichever was my fate, upon a great <e1>rangale</e1> of red <e2>deer</e2>, or my own hand with longbow or crossbow to pierce the heart of a wild boar, and then sit at ttable and tear your sweet flesh with my hands and eat.	13
Cyber squatter- A person who buys domain names, and holds them with the intent of making a <e1>profit</e1> from the <e2>selling</e2> of the domain name.	1
He accidental put <e1>oil</e1> into the <e2>gas tank</e2>.	6
Ray Parlour shows his <e1>frustration</e1> after Middlesbrough's <e2>defeat</e2>.	1
The first aid <e1>pouch</e1> contained a <e2>package</e2> of sulfa powder and a bandage to dress the wound.	5
Extremely dangerous <e1>blizzards</e1> have moved into the Midwest <e2>region</e2>.	6
However, the <e1>emperor</e1> took advantage of the <e2>gathering</e2> to determine the order and organization of the church.	18
The harrowing <e1>scenes</e1> were reported over several weeks in national <e2>newspapers</e2>.	15
"Laurent leaves them and travels to Denali, Alaska, hoping to find solace among a <e1>coven</e1> of ""vegetarian"" <e2>vampires</e2>."	13
The exit of such a <e1>substance</e1> from the anterior <e2>chamber</e2> is equal to the transfer constant for the loss of fluid.	8
The first days were frustrating as the winds were blowing for large sails, but the <e1>direction</e1> was from the <e2>north</e2>, and the bay was at low tide.	18
The <e1>surgeon</e1> performs a vasoepididymostomy using an operating <e2>microscope</e2>.	11
More than thirty people lost their lives in June, in the <e1>disaster</e1> caused by torrential <e2>rains</e2> in Hiroshima Prefecture, and in September more than thirty people lost their lives in the damage caused by the typhoon that swept through various regions, centering on Kumamoto Prefecture.	1
ProVention has supported the development of a series of IFRC studies on rebuilding and <e1>reconstruction</e1> after the <e2>tsunami</e2> to identify lessons learned in promoting and strengthening community roles in the rebuilding process.	18
This introductory <e1>chapter</e1> sets out the main <e2>themes</e2> of the book.	14
The <e1>playwright</e1> uses <e2>names</e2> as a device for wordplay at several points in the play.	11
<e1>Compassion</e1> was originally from a <e2>people</e2> known as the Remote, a splinter group of the time travelling voodoo cult Faction Paradox.	8
The first <e1>board</e1> was comprised of the county <e2>judge</e2> and the five district court judges of Bexar County.	13
"The <e1>shooting</e1> stemmed from an <e2>argument</e2> the two students had ""in the community"" over the weekend."	1
The leeward <e1>barchan</e1> runs away from the windward <e2>barchan</e2> because of the inverse relationship between velocity and height.	8
Wes Anderson has made one classic comedy(The Royal Tenenbaums) fueled by the <e1>tension</e1> from the characters' <e2>longings</e2> to burst out of the trappings in which they are framed.	1
The efficiency of the <e1>body</e1> of <e2>teachers</e2>, taken as a whole, during the past seven years has at no time been better than it was during the past year.	13
The first time we enter that interior court, the four sides of which each tell the history of a great period of architecture, we are dazzled by the <e1>throng</e1> of <e2>memories</e2> and ideas that start from these four great pages.	13
The real <e1>danger</e1> comes from fossil <e2>fuel</e2> firms that, like big tobacco corporations decades ago, know full well the lethal potential of their products.	8
<e1>Elderberry</e1> <e2>wine</e2> has a unique flavor that changes considerably over time.	9
The <e1>mouse</e1> has left and right <e2>buttons</e2> on top, 4-Direction scroll ball between them.	3
I read that interview you did with the <e1>guy</e1> who came up with flash <e2>mobs</e2>.	18
The patient denies any symptoms associated with this pointed lesion, located on the edge of the <e1>helix</e1> of the <e2>auricle</e2>, which has been present since infancy.	2
I have put an empty <e1>line</e1> into an <e2>article</e2>.	6
A <e1>battery</e1> of <e2>barracudas</e2> relies on ambush.	13
A <e1>debtor</e1> gets liens released on personal household possessions for much less than the underlying debt on those secured possessions with <e2>redemption</e2>.	11
One of my girlfriends ordered the Lomo de Puerco which was their pork chop in some <e1>guava</e1> <e2>sauce</e2>.	9
The <e1>concept</e1> is originated in an ancient maternal <e2>tribe</e2> named 'Mosuo' in Sichuan province of China.	8
When it arrived, the <e1>kapok fiber</e1> was sealed in vinyl <e2>plastic packets</e2> to prevent exposure to the water.	4
This <e1>study</e1> aimed at assessing the <e2>processing time</e2> of a natural scene in a fast categorization task of its context or 'gist'.	18
This <e1>issue</e1> has been sent to the <e2>printer</e2>.	6
Instead of this set of Grub Street authors, the mere <e1>canaille</e1> of <e2>letters</e2>, this corporation of Mendicity, this ragged regiment of genius suing at the corners of streets in forma pauperis, give me the gentleman and scholar, with a good house over his head and a handsome table 'with wine of Attic taste' to ask his friends to, and where want and sorrow never come.	13
The Board selected a list of expenditure reduction and revenue <e1>increase</e1> from the <e2>list</e2> attached to staff report.	15
Molten <e1>globules</e1> have moved into <e2>action</e2>.	18
All that has changed after the arrival, last month, of a handful of socialist environmental <e1>campaigners</e1> from the <e2>group</e2>.	12
Teetotallers zip over the Causeway in the midst of a maze of sweaty congestion after a day pounding keyboards and missing deadlines, barely noticing the <e1>scoop</e1> of <e2>pelicans</e2> floating by and the kangaroos that call the secluded area home.	13
This <e1>oven</e1> has a flat belt <e2>conveyor</e2> with three zones and complete controls.	3
This is a brilliant <e1>piece</e1> of work by a <e2>fellow</e2> not one person in the music press would ever have tipped to write one of the great Scottish albums of the last five years.	16
The day was declared a public holiday, and at noon the <e1>train</e1> started from the gaily decorated <e2>station</e2>.	8
The <e1>picture</e1> of Madonna and Child in Glory with St Sebastian and St Rocco on the far wall of the church of Campello sul Clitunno was completed by one of his <e2>pupils</e2> from a preparatory drawing by Lo Spagna.	16
As the <e1>train</e1> left the <e2>station</e2> a cool Spring rain pelted the windows.	8
Most of the <e1>vapor</e1> that is in the air evaporated from the surface of the <e2>oceans</e2>.	8
Clay County, a small but thriving colony grows in the seepage <e1>spring</e1> which is the source of the <e2>creek</e2>.	18
But over time, indigenous <e1>students</e1> have been moving into more specialised and skill-intensive <e2>components</e2> within disciplines.	18
The <e1>paleogene horizons</e1> have migrated into the upthrown <e2>basement blocks</e2> from adjacent sedimentary horizons.	6
The <e1>letter</e1> contains a description of the <e2>demolition</e2> of the old synagogue.	14
The <e1>journal</e1> was inside a <e2>box</e2> of items given to him and his wife by his stepfather, after his mother's passing, which they never sorted through but kept stored in a garage.	4
It was an artificial and unworkable <e1>creation</e1> of <e2>intellectuals</e2> supported by the great powers.	16
White <e1>gasoline</e1> was put inside a metal <e2>canister</e2> with a smooth, flat base, and lit to heat up the metal.	6
In this <e1>book</e1>, the Coptic Egyptian <e2>poet</e2> returns to his cultural roots and the legacy of strength so necessary to confront the hostilities against entire communities because of language, nationhood or religion.	16
The December 26th <e1>tsunami</e1> <e2>disaster</e2> is an example of a tsunami which was triggered by an earthquake.	0
The source <e1>data</e1> was generated from an ultrasound reflection mode <e2>simulation</e2>.	8
She lost a <e1>propellor</e1> <e2>blade</e2> going through the Bay of Biscay and was taken in tow arriving Gibraltar 2pm 6th March.	3
They stored the <e1>wine</e1> in a cool <e2>temperature</e2>.	18
Surgery is reserved for treating residual disease six to eight <e1>weeks</e1> after radiation <e2>therapy</e2> or for recurrence.	18
The Aroon indicator <e1>system</e1> consists of two <e2>lines</e2>, 'Aroon(up)' and 'Aroon(down)'.	3
The <e1>container</e1> encloses a one-cup <e2>capacity</e2>, plus with the bonus lid it provides convenient storage of chopped foods.	18
Glacial <e1>landscapes</e1> are parts of the <e2>earth</e2> that were covered by glaciers during the last Ice Age.	18
The mass on the whisk side of the broom is closer to the center of mass than the end of the <e1>broom</e1> <e2>stick</e2>.	3
The signoff <e1>queue</e1> is used for <e2>reports</e2> that the user has not seen before.	18
In July last year, six of the UK's biggest net providers agreed and announced a <e1>plan</e1> to tackle online <e2>piracy</e2>.	14
"""Just like real baseball,"" he told the <e1>card</e1> <e2>manufacturer</e2>'s reps as he tried to flog the game at toy fairs."	16
Th animal rights <e1>activists</e1> have approached the open-air <e2>cages</e2>.	6
The younger <e1>female</e1> got out rather easily from the <e2>cuffs</e2> and massaged her wrists.	18
Of these one of the very first that occurred to me was, that there is seldom so much perfection in <e1>works</e1> composed of many separate <e2>parts</e2>, upon which different hands had been employed, as in those completed by a single master.	3
This is a <e1>deadline</e1> driven <e2>industry</e2>.	10
The <e1>room</e1> includes a queen bed, <e2>shower</e2> and tub and sitting room with sofa bed.	3
The resulting <e1>conflict</e1> caused the <e2>destruction</e2> of the town, and The Conqueror, Wisecrack, Jackdaw and most of the citizens of the town were transported to a demon-dimension.	0
The shock <e1>wave</e1> was generated by an <e2>explosive</e2> made from RDX.	1
He founded the Emmaus Program, an annual <e1>convocation</e1> of diocesan <e2>clergy</e2> for their continuing education and spiritual formation, in 1983.	18
The <e1>transmitter</e1> was discovered inside a bed settee <e2>suite</e2> on which he had been sitting.	4
The overseas department collaborates with the law <e1>department</e1> of the <e2>company</e2> to resolve any legal matters in the field of international trade.	2
When the Anatolian <e1>language</e1> went away from the <e2>community</e2>, it continued its dialectal divisions.	8
It has been nearly 40 years since former U.S. president Lyndon Johnson convened the <e1>skulk</e1> of veteran <e2>foxes</e2> for the fateful consultation on November 2, 1967, on the issue of the Vietnam War.	13
The candidates then answered <e1>questions</e1> from other MPs on their <e2>proposals</e2> for reform of Parliament.	14
Sharp, as a <e1>handset</e1> <e2>maker</e2>, produces panels for a possible competitor.	16
The other contents of the <e1>suitcase</e1> included <e2>gym shoes</e2>, dirty sweat socks, Limburger cheese, scented oils, and a severely poop stained Armani suit.	5
Inside, the <e1>poster</e1> was enclosed in tight plastic <e2>packaging</e2>.	4
Jackson wasn't to be outdone and was rewarded with a <e1>leap</e1> of three <e2>leopards</e2>, which he watched with his guests for an amazing five hours.	13
