sentence	relation 
Paradise Coffee is one producer that offers several <e1>coffees</e1> produced by different <e2>species</e2> of beans.	8
Many other <e1>references</e1> were obtained from various <e2>scholars</e2> worldwide.	16
The <e1>campaign</e1> is part of the European e-Inclusion <e2>initiative</e2>, which seeks to build on all existing e-Inclusion activities and identify synergies between them and improvements in overall e-Inclusion impact.	2
In the bushes near the door, investigators found a <e1>backpack</e1> with <e2>papers</e2> inside.	5
The pictorial demonstration below shows how to put your <e1>skirt</e1> <e2>waistband</e2> on after you have sewn your zipper and how to join and serge the skirt side seams.	3
In these last three paragraphs, then, Wordsworth began by first of all considering his <e1>omissions</e1> from previous <e2>books</e2>.	8
Then a piranha tries to get close, the <e1>catfish</e1> stuns it with his <e2>barbels</e2> in with in milli seconds suck the fish up like a vacoom.	3
The agitating <e1>students</e1> also put up a <e2>barricade</e2> on the Dhaka-Mymensingh highway disrupting vehicular movement for about two hours from 10:30am to 12:30pm.	17
In future Britain, charismatic delinquent Alex DeLarge is jailed and later volunteers for an experimental aversion <e1>therapy</e1> developed by the <e2>government</e2> in an effort to solve society's crime problem.	18
A specially built <e1>sculpture</e1> of the ship emerges from the <e2>harbour</e2>.	8
<e1>Readers</e1> focus on the <e2>content</e2> rather than struggling to see the words.	18
The <e1>restaurant</e1> creates dishes using farm fresh <e2>products</e2> and organic products found from local farms like Meadow Mountains and Haystack.	11
The <e1>exhibition</e1> considers tea's mythic <e2>origins</e2> in the hills of southern China.	14
Anybody who has a <e1>peep</e1> of <e2>chickens</e2> has an opportunity for some interesting observations and great omelet material.	13
In the months leading up to trade negotiations, estimates of the economic <e1>gains</e1> from trade <e2>liberalization</e2> suddenly become newsworthy.	1
In the <e1>story</e1> a <e2>mob</e2> surrounds a woman to stone her for adultery, and ask Jesus what they should do.	14
Some people experience <e1>tremors</e1> after <e2>drinking</e2> coffee and tea.	1
The <e1>product</e1> emits <e2>radiation</e2>.	0
The screenplay by Patterson McNutt and Arthur J. Beckhard focuses on the adoption of a young <e1>orphan</e1> (Shirley Temple) by a wealthy <e2>bachelor</e2> (John Boles).	18
A <e1>person</e1> has just arrived from an affected <e2>country</e2> and developed flu-like symptoms.	8
After <e1>runners</e1> carried the torch through the <e2>streets</e2> of North Platte, the torch was again handed off to a Pony Express rider, who continued down the trail.	18
The <e1>pliers</e1> belong to John's <e2>electrician</e2>.	10
It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with <e1>extinction</e1> from <e2>overdevelopment</e2>.	1
The <e1>plant</e1> builds two Toyota models, the Corolla sedan and Tacoma pickup truck, and a small crossover <e2>vehicle</e2> for G.M.	17
The agency spent this week auctioning off a 12-<e1>pack</e1> of beer-commercial <e2>scripts</e2> on eBay.	13
The <e1>violin</e1> is a string instrument with four <e2>strings</e2> usually tuned in perfect fifths.	3
Everton sent <e1>hammers</e1> into the <e2>drop zone</e2>.	6
My earliest research <e1>interest</e1> stemmed from an <e2>internship</e2> at Tall Timbers.	1
Sotheby's yesterday in Hong Kong sold a <e1>diamond</e1> <e2>ring</e2> containing a 8.74 carat blue diamond for 3.5m pounds.	18
The <e1>editor cum scientist</e1> approached the pod with <e2>reverence</e2>, and a remote control device.	18
Each omnidirectional mic <e1>capsule</e1> is fitted with a metal alligator <e2>clip</e2> which can be attached on either side of your head.	3
The <e1>story</e1> was related in the Adevarul newspaper's online <e2>edition</e2>.	2
One pottery vessel lay on her breast, and the <e1>body</e1> was enclosed in a reed <e2>mat</e2>.	4
One <e1>daughter</e1> sewed four wide shirttails into a <e2>sack</e2>, which the men in the family filled with corn and sweet potatoes and hid in a ditch.	17
But my <e1>soda</e1> was in a <e2>cup</e2>, so no top made it very unwieldy.	4
The government of Iraq has established a <e1>committee</e1> to consider a proposed <e2>amendment</e2> to the Constitution of Iraq.	18
Instead, the <e1>success</e1> of the revolution is the reason for the <e2>celebration</e2>.	0
Sun <e1>astronomy</e1> is explored in this <e2>book</e2> with large type, full-page color photos, and a word list for young readers.	15
The draft ministerial <e1>declaration</e1> developed by the council <e2>chairman</e2> was untenable and caused the meeting to be still-born.	16
This <e1>fable</e1> illustrates the <e2>force</e2> of jealousy between married people.	14
The following <e1>excerpt</e1> is from the self help psychology <e2>book</e2>, Be Your Own Therapist.	8
The <e1>letter</e1> described the most common <e2>symptoms</e2> of breast, colorectal, lung, prostate and skin cancers.	14
Tamkin is interested in musique concrete, a form of <e1>music</e1> that emanated from the French <e2>composer</e2> and theorist Pierre Schaeffer, in which emphasis is placed on finding new sounds that aren't traditionally regarded as music to create a new aesthetic.	16
The inner <e1>strands</e1> of the <e2>mop</e2> are twisted very little, while the outer strands have farther to go and thus receive more of the torque, or twisting force.	2
French people find truffles by taking a <e1>drift</e1> of <e2>hogs</e2> into the oak forests to locate and dig for them.	13
"As in the popular movie ""Deep Impact"", the action of the Perseid <e1>meteor shower</e1> is caused by a <e2>comet</e2>, in this case periodic comet Swift-Tuttle."	1
With <e1>corn</e1> <e2>starch</e2> as its source material, Plantic's plastic is also cost-competitive.	9
The <e1>development</e1> of oil palm plantations is one of the biggest causes of rainforest <e2>clearance</e2>.	0
The <e1>bike</e1> was in a <e2>crate</e2> on the back of a truck.	4
Coquina is a poorly consolidated <e1>limestone</e1> composed of <e2>pieces</e2> of coral or shells.	3
Yanbian is also blessed with agricultural riches and is a major <e1>tobacco</e1> <e2>producer</e2>.	16
In Luxembourg, the <e1>majority</e1> of migrant <e2>workers</e2> are cross-border workers who maintain their residence in neighbouring countries such as Belgium, France and Germany; as a result, employers and public authorities recognise their diplomas rather easily.	18
The key to Thirteen's return to form is having Danny Ocean (Clooney) and his merry <e1>ratpack</e1> of expert <e2>thieves</e2> and con men reteam in Las Vegas, site of their original big score in Eleven.	13
The libel <e1>claimant</e1> has proved that the <e2>statement</e2> was defamatory.	18
We derive a pair of optimal weights on the <e1>dollar</e1> in a currency <e2>basket</e2> to stabilize their trade balances for both of the countries.	18
The current Swiss Confederation was created in 1802 as a <e1>confederation</e1> of various multi-ethnic <e2>cantons</e2>, which all have their own characteristics.	13
Fuji Electric has developed a quick battery <e1>charger</e1> that copes with the regulations using a choke input <e2>system</e2>.	3
I solder a wire onto the <e1>rivet</e1> of the chassis ground <e2>truck</e2>, run it into the searchlight, and connect the other end of the wire to the rear of the lamp socket.	2
When the synaptic input to the axon was stimulated before eliciting an action potential in the axon, <e1>transmitter</e1> release from the <e2>axon</e2> was enhanced.	8
In the Lower Mainland, 2003 saw the usual <e1>raft</e1> of architectural <e2>turkeys</e2>, with our highest density of under-achieving, view-gobbling buildings in the flock of new condo towers under construction in Downtown South.	13
The <e1>dinner</e1>, cooked by his gorgeous <e2>fiance</e2>, was beautiful.	16
The <e1>energy</e1> originates from an external <e2>source</e2> of light, which is absorbed and almost immediately emitted.	8
The <e1>children</e1> ate the cake with a <e2>spoon</e2>.	11
This <e1>meeting</e1> establishes the <e2>laws</e2> which govern the church and the priorities for the coming year.	0
The <e1>introduction</e1> of the gas stove, the electric mixer and the food processor made the <e2>process</e2> easier, faster and more reliable.	18
This new <e1>religion</e1> was spread to the <e2>society</e2>.	6
In 1996, a major publishing company simultaneously launched in 13 countries a dinosaur <e1>cartoon strip</e1> carried in a weekly <e2>comic book</e2>.	2
The boy learned how to protect the socket for making a picture <e1>light switch</e1> <e2>cover</e2> in this free home decorating video.	18
Nurses' <e1>militancy</e1> stemmed from two different kinds of <e2>experiences</e2>.	1
Significant reductions of these levels produce pastries with poor lift in the oven and with unacceptable <e1>shrinkage</e1> after <e2>cooling</e2>.	1
<e1>Profit</e1> from <e2>sale</e2> of investments is tax-free for general insurers.	1
"A first <e1>edition</e1> of Charles Darwin's seminal ""The Origin of Species"", which was found in a family's <e2>toilet</e2> in southern Britain, will be sold this week."	8
The <e1>cup</e1> was inside a 9ft <e2>oak coffin</e2>, carved from a single tree trunk.	4
Sea <e1>breezes</e1> are caused by cool and more dense <e2>air</e2> moving inland off the water.	1
Viral DNA forms in the <e1>livers</e1> of <e2>ducks</e2> transfected with mutant genomes.	2
The <e1>kangaroo</e1> moves by hopping on its hind <e2>legs</e2> using its tail for steering and balancing while hopping at speed up to 40mph/60kmh.	3
The final <e1>part</e1> of the court is completed by the <e2>chapel</e2>, begun by Mary I in 1554 in memory of her father.	18
After his alarm began to sound and the <e1>suspects</e1> had left the <e2>house</e2>, he went to the front door.	8
His <e1>speech</e1> outlined urgent <e2>measures</e2> for stimulating the economy.	14
Bernie the <e1>barber</e1> downed his <e2>scissors</e2>, leaving the final triangle of hair uncut.	11
In 1965, a <e1>farmer</e1> dug up the lower <e2>jawbone</e2> of a mammoth while in the process of expanding his cellar.	18
Similarly, the western <e1>physician</e1>'s white coat and <e2>stethoscope</e2> and the environment of western medical clinics and hospitals create an aura of expectancy and hope for healing.	11
The <e1>money</e1> was hidden in an air-conditioning system's <e2>return duct</e2>, which conveniently connected to the room behind.	4
The <e1>eight-year-old boy</e1> was locked in a <e2>safe</e2> for a prank but had to be rescued when his air ran short.	18
The <e1>institution</e1> provides a <e2>deposit</e2>, as set in the Commission dues and fees schedule, towards the fee when it submits its appeal document.	18
The <e1>axis</e1> of the drive <e2>wheel</e2> of the internal Geneva drive haves a bearing only on one side.	2
The company's storage <e1>strategy</e1> is derived from customer's <e2>needs</e2>.	8
The randomized hypertensive ABCD study demonstrated a decrease in myocardial infarction with ACE inhibitors and a <e1>decrease</e1> in overall mortality with aggressive blood pressure <e2>control</e2>.	1
The <e1>tiller</e1> of the <e2>stonebow</e2> is curved downward between the latch and the prod.	2
Starring an unforgettable <e1>husk</e1> of lively <e2>hares</e2>, the volume is set to nurture the positive presence of loved ones, - powerful players in the development of emotive resilience... and for the living of dreams.	13
For the past hundred or so years, the culverts have drained <e1>storm runoff</e1> into San Ramon <e2>creek</e2>.	6
This week we donated handcrafted fabric <e1>works</e1> to the local <e2>church</e2>.	6
The <e1>manager</e1> saw a black <e2>male</e2> fire two shots while beside his car in the parking lot.	18
In addition, the CPU <e1>bus</e1> of the non-safety <e2>controller</e2> is connected to each safety unit of the safety controller.	2
The <e1>soils</e1> used for the <e2>growing</e2> of irrigated cotton in the Macquarie Valley of N.S.W. are variable and each soil type has its own characteristics and problems.	18
In a similar context, this circuit has followed the rule that <e1>reinstatement</e1> is a basic element of the appropriate <e2>remedy</e2> in wrongful employee discharge cases.	2
"The <e1>band</e1> first reached the charts with the <e2>song</e2> ""Touch My Light"" in the late spring of 1993, receiving major airplay on mainstream radio stations."	17
Many depression sufferers and their physicians revealed that <e1>insomnia</e1> was caused by <e2>depression</e2>.	1
In a conventional, steam turbine-only power plant, the <e1>heat</e1> required to produce the steam comes from a <e2>boiler</e2>.	1
The absorbed nutrients move through the <e1>wall</e1> of the <e2>intestines</e2> and into blood vessels that take them throughout the body.	2
In those five years, a <e1>drug</e1> <e2>developer</e2> must make enough profit to recover costs and replenish its research budget.	16
"A Channel 4 <e1>drama</e1> set in a psychiatric unit has been criticised by a TV <e2>watchdog</e2> for its ""offensive"" title and for reinforcing prejudice against people with mental health problems."	18
A handpicked <e1>regiment</e1> of 100 <e2>marksmen</e2> under General William Maxwell laid an ambush in the surrounding cover.	13
The chosen <e1>volume</e1> contains <e2>software</e2> which is newer than the software you are installing.	5
<e1>Chemical weapons</e1> have been dropped into the <e2>lake</e2>.	6
<e1>Yoga</e1> is fantastic for increased <e2>flexibility</e2>, which is great for cross-training with all the other programs we offer.	0
The <e1>prisoners</e1> escaped from an older part of the <e2>jail</e2>.	8
The <e1>construction</e1> gives a <e2>refinement</e2> of Nori's argument in the case of a self-product of a curve.	0
Now that recovery and <e1>reconstruction</e1> after the <e2>tsunami</e2> are getting under way, we want to see people move into their new homes, communities resume their livelihoods and children back into their rebuilt schools.	18
It also offers a concise <e1>guide</e1> to the historical documentary <e2>resources</e2>.	14
The <e1>pain</e1> of loneliness is another theme of the <e2>book</e2>.	15
Taylor reflected on his <e1>actions</e1> in a 2003 <e2>interview</e2>.	15
In prolific suspense novelist Johansen's energetic new Eve Duncan thriller (Countdown, 2005, etc.), the forensics <e1>sculptor</e1> makes a dangerous <e2>deal</e2> with a Colombian weapons dealer.	18
This is movingly symbolised in the film in the way that people's homes were bare, all their memories and <e1>pictures</e1> were in a <e2>box</e2>.	4
The <e1>solvent</e1> was distilled from an all glass <e2>apparatus</e2> and the distillate collected when the boiling point became constant.	8
In 1805 merchants of the city formed a <e1>troop</e1> of <e2>cavalry</e2> in Montreal.	18
An air <e1>freshener</e1> is constructed from <e2>parts</e2> to make a model of an object from everyday life, e.g. an airplane, insect, or bird.	3
The <e1>deaths</e1> of Israelis caused by <e2>terror</e2> are permanent and irreversible whereas the hardships faced by the Palestinians are temporary and reversible.	1
Also included is our Commission Authorization form, which collects the <e1>author</e1>'s contact <e2>information</e2> and authorizes us to retain our standard 5% commission.	18
These <e1>services</e1> are migrated into the <e2>call</e2> since they require booking facilities.	6
And we do recommend excersise, as the <e1>kitchen</e1> holds <e2>culinary temptations</e2> in store for you that are bound to prolong your evening and lift your spirit.	18
The <e1>issue</e1> of the legitimacy of Kosovo's declaration of independence is now under <e2>discussion</e2> by the International Court of Justice.	15
My friend got a <e1>rash</e1> from a mosquito <e2>bite</e2> and Westcort helped her but it left a scar so she also put on Mederma after the rash went away.	1
The extrusion blew the <e1>molding</e1> into <e2>paperboard</e2>.	6
As we watched the videotape, we noticed that for some unknown reason men were tending to wander over toward the glassware <e1>section</e1> of the <e2>store</e2>.	2
Sure the <e1>almond</e1> <e2>flour</e2> was pricey, but I felt exotic using an ingredient I've never used before.	9
Initially the <e1>user</e1> calibrates the microscope with a fluorescence lifetime <e2>standard</e2> positioned at the sample plane.	11
An 18-gauge or 21-gauge Needle Guide Kit was opened and sonoconductive <e1>gel</e1> was placed inside the sterile <e2>sheath</e2>.	6
A highway shield is a <e1>sign</e1> denoting the <e2>route number</e2> of a highway, usually in the form of a symbolic shape with the route number.	18
Barrymore is singing while painting the flowers on the <e1>wall</e1> in the <e2>shop</e2>.	2
Hogarth also decorated the <e1>walls</e1> of the <e2>hospital</e2> with works of art donated by contemporary British artists.	2
The flavour and colour depend on the plants from which the <e1>bees</e1> manufactured the <e2>nectar</e2>.	17
The <e1>scientist</e1>'s <e2>invention</e2> is still in the house of the Plummers.	17
The <e1>ice</e1> was contained in a 10 cm thick insulating foam-lined <e2>box</e2>.	4
The heated <e1>gas</e1> caused a <e2>pyrolysis</e2> on the lower part of oil shale and produced shale oil and oil shale gas are escaped from the retort through exhaust pipe.	0
The old geological <e1>theory</e1> explained <e2>mountains</e2> as wrinkles made by the Earth shrinking as it cools down.	14
At the second half of the 18th. century the <e1>hull</e1> of the sailing <e2>ship</e2> had been developed from the galleon to it's almost ultimate shape.	2
The recovery is weak and fragile, and the economic and social <e1>damage</e1> caused by the <e2>crisis</e2> is long-lasting.	1
A sewing machine is a mechanical (or electromechanical) <e1>device</e1> that joins fabric using <e2>thread</e2>.	11
The <e1>screen</e1> works using <e2>ink</e2>, just like books and newspapers, but displays the ink particles electronically.	3
The <e1>fueltruck</e1> was contained in a large <e2>box</e2> to ensure that any spilled diesel would be contained.	4
A simple DC <e1>motor</e1> has a <e2>coil</e2> of wire that can rotate in a magnetic field.	3
The ripe bulbs are mechanically pulped to make <e1>jackfruit</e1> <e2>nectar</e2> or reduced to concentrate or powder.	9
Though the woods petered out further south, the ground became increasingly difficult down towards the coast, where it resembled a <e1>range</e1> of rocky <e2>mountains</e2>.	13
During the period of Professor Mikko Niemi (1965-1996) the focus of <e1>research</e1> was in <e2>male reproduction biology</e2>.	14
My <e1>home</e1> is a part of homeowner's <e2>association</e2>.	12
The <e1>carpenter</e1> carries an <e2>axe</e2> over his shoulder and a smaller one in his belt.	11
A single silver <e1>coin</e1> collected from a Salvation Army red <e2>kettle</e2> near Berlin wasn't just another drop in the bucket.	8
A <e1>metal cube</e1>, one meter on each side, is enclosed in a thermally insulating <e2>jacket</e2>.	4
Details about how Catholic Church <e1>dioceses</e1> dealt with <e2>allegations</e2> of child abuse are to emerge within the coming weeks.	18
The <e1>insert</e1> starts in the left <e2>column</e2> and only spans the left column.	18
Thus previous scientific estimates had overstated the <e1>devastation</e1> caused by the <e2>asteroid</e2>, since topographic and ecologic factors contributing to the result had not been taken into account.	1
The <e1>contraband</e1> was in a <e2>suitcase</e2> in the unclaimed luggage room at the airport.	4
These are vampire <e1>novels</e1> with little blood shed and a strong moral message, written by a <e2>woman</e2> with a robust Mormon faith who does not like horror books.	16
Some <e1>gardeners</e1> use a thick <e2>mulch</e2> for this purpose.	11
The <e1>cover</e1> of the <e2>magazine</e2> featured the famous image of Einstein taken in 1947 by American portrait photographer Philippe Halsman.	2
<e1>Discomfort</e1> from <e2>braces</e2> is similar to that of working out at the gym - the first few days you know you' done something different, but then the body adapts and the discomfort disappears.	1
The students poured their <e1>empathy</e1> into startling <e2>poetry</e2>.	6
The basement <e1>carpeting</e1> is made from recycled plastic pop <e2>bottles</e2>, and the underpad was once automobile tires.	8
The <e1>story</e1> of the pilot episode is related through a series of <e2>flashbacks</e2>.	3
With the conquest of Jerusalem in 1099, Geoffrey de Bouillon established a <e1>chapter</e1> of secular <e2>canons</e2> in the basilica of the Holy Sepulcher to offer the sacred liturgy according to the Latin rite.	13
His <e1>wife</e1> has just completed the first <e2>paper</e2> of her graduate degree.	17
This activity spreads <e1>disease</e1> to our <e2>dogs</e2>.	6
The whole <e1>company</e1> migrated into the <e2>country side</e2>.	6
In recent years there have been many advances in the use of <e1>opioids</e1> for cancer <e2>pain</e2>.	18
The inhabitants send messages to each other by placing the message in a capsule and placing the <e1>capsule</e1> in a message <e2>tube</e2>.	6
A <e1>train</e1> ran into a <e2>cattle</e2> on the railroad.	6
I even placed the <e1>dish</e1> in a cold <e2>oven</e2> as directions state.	6
Two years ago, being a <e1>sugar</e1> <e2>company</e2> in india was a sweet proposition.	16
It is an online <e1>publication</e1> dedicated to informing the world about the numerous state <e2>violations</e2> of citizens' rights.	14
<e1>Cigarettes</e1> are used by <e2>women</e2> in order to relax, to avoid gaining weight, and to appear attractive, mature and feminine.	10
The governments have injected <e1>billions</e1> into their <e2>economies</e2>.	6
The clay <e1>model</e1> was in a <e2>jar</e2> wrapped in a Daily Mirror from 1947.	4
This <e1>book</e1> approaches <e2>painting</e2> in a traditional manner with an extreme sensitivity to light and texture.	14
There are <e1>charts</e1> for all <e2>land masses</e2> on Earth, and long-distance charts for trans-oceanic travel.	18
Original <e1>sculptures</e1> were carved with a <e2>chainsaw</e2>.	18
Both in Malta and Jamaica, the <e1>couple</e1> made many <e2>friends</e2> by immersing themselves in the local culture.	18
Kids built forts and tree <e1>houses</e1> in the <e2>woods</e2> out of materials swiped from the construction sites that would eventually render those woods someone's back yard.	18
<e1>Infection</e1> is one of the commonest causes of <e2>death</e2> in burn patients, particularly.	0
These <e1>germs</e1> cause several kinds of illnesses, such as <e2>diarrhea</e2>, meningitis or a cold.	0
Each year over 2300 <e1>scientists</e1> from <e2>universities</e2>, industries and government labs perform research at the NSLS.	8
I especially enjoyed Matthew Wells' bare arms waving his hockey stick at the <e1>umpire</e1> in the Australia-Canada <e2>match</e2> to dispute a decision.	18
There are numerous <e1>researches</e1> pointing out the public <e2>image</e2> of mathematics.	14
This paper presents the results of a survey of the building <e1>damage</e1> caused by the ash fall from the cataclysmic <e2>eruption</e2> of Mount Pinatubo.	1
The <e1>club</e1> consists of 902 condominium <e2>homes</e2> each with a unique golf course or lake view.	13
This <e1>article</e1> is about the <e2>use</e2> of bench marks in surveying, for other uses see Bench mark.	14
With an innate desire to know and to do, mankind has progressed past placing a dead fish in every <e1>hill</e1> of <e2>corn</e2>, beans and squash.	18
All of their products are the direct result of extensive research and development and produce a varied <e1>array</e1> of spectral <e2>colors</e2>, enabling you to sound your best.	13
At this time the <e1>farm</e1> had three <e2>horses</e2> and a small tractor.	18
All 18 of the <e1>men</e1> assist that <e2>season</e2>.	18
Craig expressed his <e1>frustration</e1> after Monday's <e2>meeting</e2>.	18
In theory, <e1>boards</e1> of independent <e2>directors</e2> look after the interests of individual shareholders.	13
The Agenda 21 <e1>document</e1>, agreed in Rio, includes a <e2>section</e2> on international co-operation.	3
<e1>Grapefruit</e1> <e2>juice</e2> causes more of these drugs to enter the blood.	9
A <e1>woman</e1> was recovering from a bullet <e2>wound</e2> after she was caught in the cross-fire of a shootout.	18
The <e1>kitchen</e1> contains basic items such as <e2>salt</e2>, pepper and olive oil.	5
We removed some living branches and new growth, thus maximizing light penetration and air flow through the <e1>crown</e1> of the <e2>tree</e2>.	2
Three lines are missing from the end of this stanza; the <e1>hermit</e1> demonstrates his prowess with the <e2>bow</e2>.	11
This is supplemented by <e1>columns</e1> and articles reflecting on fantasy literature's <e2>past</e2> as well as the occasional interview.	14
The <e1>fortress</e1> has 6 <e2>bastions</e2> and 4 gates.	3
Heartwater <e1>disease</e1> was imported into the major <e2>cities</e2>.	6
The <e1>fat</e1> migrated into enrobing <e2>chocolate</e2>.	6
The <e1>elevator</e1> <e2>operator</e2> is a meditation on the simultaneous power and futility of hope.	10
The US government sent an <e1>envoy</e1> to the North Korean <e2>government</e2>.	6
Paul Powell wasn't the only public figure in Illinois to keep <e1>money</e1> in a <e2>shoe box</e2>.	4
"As a term, ""fiddle"" better indicates the style of music the <e1>musician</e1> plays on the <e2>violin</e2>."	11
<e1>Tree</e1> <e2>roots</e2> that grow on the surface are difficult to mow or walk over and can effect the growth and health of nearby grass and groundcovers.	3
The following <e1>discussion</e1> centered mainly around the <e2>issue</e2> of photographing children.	14
The credit card-sized <e1>reader</e1> sits in my <e2>wallet</e2>, so that I can carry it with myself wherever I go.	4
On the other hand, the <e1>information</e1> being carried in a high frequency quasi-sinusoidal <e2>wave</e2> invites comparisons with the auditory system of vertebrates.	18
In addition, a brief <e1>biography</e1> establishing her <e2>credentials</e2> was included at the end of the report.	0
Pneumococcal <e1>meningitis</e1> is caused by pneumococcus <e2>bacteria</e2>, which also cause several diseases of the respiratory system, including pneumonia.	1
He noticed that this black substance was also on the <e1>lid</e1> of the cracked stone <e2>casing</e2>.	2
The <e1>box</e1> regulated the temperature using an odoff <e2>controller</e2> and T2 as temperature reference.	3
Tree roots are attracted to the water vapor leaving the pipe and they follow the vapor trail to the source of the moisture, which are usually cracks or loose joints in the <e1>sewer</e1> <e2>pipe</e2>.	3
The <e1>pain</e1> was radiating from the <e2>contraction</e2> out to my hips and back and then down both my legs all the way to my toes.	1
This personal <e1>alarm</e1> combines two great deterrents to attack- a loud alarm and flashing <e2>light</e2>.	3
Throughout her career she has worked extensively with the California Department of Education and the Commission on Teacher Credentialing where she has been a contributing <e1>panel</e1> <e2>member</e2> on the writing of the California Subject Examination for Teachers (CSET), the California Music Standards, and the CalTPA, the California Teacher Preparation Assessment, as well as an evaluator for the Single Subject Music Preparation Submission Documents.	13
We planetary citizens have a unique capacity for <e1>ecstasy</e1> from <e2>repetition</e2> - especially when it comes from drumming.	1
The <e1>machine</e1> was in a <e2>cabinet</e2> very similar to the type 'A' machines, and weighed 95 pounds.	4
The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the <e1>recession</e1> triggered by the 1929 Wall Street <e2>crash</e2>.	1
This pecking order continues all the way down to the most subordinate <e1>wolf</e1> in the <e2>pack</e2>.	12
It is the last <e1>auto</e1> <e2>plant</e2> operating in California and Toyota's only plant represented by the United Automobile Workers.	16
Dutch National Ballet's new <e1>production</e1>, by the creative <e2>partnership</e2> of Rachel Beaujean and Ricardo Bustamante, is based on the original ballet by Jean Coralli and Jules Perrot.	18
Secretary Tim Geithner came along with a <e1>fistful</e1> of taxpayer <e2>dollars</e2>.	18
A <e1>girl</e1> plays her <e2>violin</e2> on a pogo stick.	11
It is the way of <e1>deliverance</e1> from vicious <e2>cycles</e2> of anger and insult.	18
Our <e1>director</e1> is a member of the AEA, NAFSA, and EAIE <e2>organizations</e2>.	12
The <e1>form</e1> originated in sixteenth <e2>century</e2> as a kind of parody of tales of chivalric adventures.	8
A solar calendar is a calendar whose <e1>dates</e1> indicate the <e2>position</e2> of the earth on its revolution around the sun.	18
I'm still having a hard time imagining a <e1>smuck</e1> of glowing <e2>jellyfish</e2> 10x10 miles and 35 feet deep.	13
Angela works with <e1>authors</e1> who've completed a nonfiction <e2>book</e2>, and also with authors who are just in the planning stages.	17
This slim, small, delightful <e1>book</e1>, a translation, comes from the pen of an Italian <e2>psychoanalyst</e2> who believes in the magic of our mind, soul, and nature more than in our professional attempt to be scientific.	16
Eye <e1>discomfort</e1> from this <e2>staring effect</e2> is exacerbated by low humidity.	1
This paper discusses an on-line signature verification method based on angular direction of <e1>pen</e1> <e2>point</e2> movement (ADPM).	3
Her <e1>diamonds</e1> are locked in a <e2>safe deposit box</e2>.	4
They looked very closely at the <e1>white</e1> of the <e2>eye</e2>, and saw lines that look like tiny pink threads.	2
The sisters are teenage <e1>refugees</e1> from a violent <e2>home</e2>, living alone in a faded Victorian mansion where they survive by creating a closed world centered around each other and their new friends -- a rowdy makeshift family of castoffs, dealers, and drama queens on the periphery of the burgeoning drug game, some looking for a way out, some looking for a way deeper in.	8
It is currently a <e1>cabinet</e1> <e2>maker</e2>'s workshop.	16
A sliding knife is a knife which is opened by sliding the <e1>knife</e1> <e2>blade</e2> out the front of the handle.	3
<e1>Details</e1> of new contract were under <e2>discussion</e2>.	15
The name of Keith Murray meant nothing to me until I was given some <e1>pottery</e1> by a <e2>friend</e2> who was leaving for America.	8
There's a phrase of Sickert's where he speaks somewhere about something succeeding in that it is like a <e1>page</e1> torn from the <e2>book</e2> of life.	8
Scabies <e1>mites</e1> construct their <e2>burrows</e2> in the skin of the infested animal or human.	17
Ten years ago I started bringing a <e1>suitcase</e1> full of odd <e2>props</e2> to schools and libraries all over the world.	5
Dr. K.P. Kumar is the <e1>chairman</e1> of the <e2>college</e2> that strives to impart value education to students and guide them for excellent prospects in career making.	18
Thousands of drummers and dancers perform in the streets of Kandy accompanied by a <e1>parade</e1> of ornamented <e2>elephants</e2>.	13
These are the least expensive <e1>scissors</e1> produced by this <e2>manufacturer</e2> and are available for less than $6.00 per pair.	16
Every bride was given a <e1>suitcase</e1> with <e2>gifts</e2> in it.	5
Abu'l-Qasim's Treastie is a <e1>text</e1> from 1301 by an Iranian <e2>potter</e2> who describes numerous recepies.	16
He stuffed the <e1>letter</e1> into an empty lemonade <e2>bottle</e2>, corked it, tossed it overboard, and forgot.	6
He also appeared in a television <e1>commercial</e1> against internet movie <e2>piracy</e2>.	14
The <e1>user</e1> is cooling a processor with a power <e2>usage</e2> of 35W, using a conventional heatsink.	18
They continued in conversation when the <e1>teacher</e1> tapped him on the head with a <e2>screwdriver</e2>.	11
Gazan <e1>police</e1> have rebuilt at least one of their stations out of <e2>mud</e2> and residents throughout the territory have used mud to build simple homes.	11
It is in the hours of darkness that the <e1>plant</e1> builds up the <e2>oxidase</e2> that is to call out the signal that the flower has run its full course.	17
<e1>Elephants</e1> have been observed digging <e2>holes</e2> to drink water and then ripping bark from a tree, chewing it into the shape of a ball, filling in the hole and covering over it with sand to avoid evaporation.	17
The <e1>engineer</e1>'s <e2>scale</e2> came into existence when machining parts required a greater precision than the usual, binary fractionalization of the inch.	11
In the second line, behind Marshal Soult, was first the <e1>division</e1> of united <e2>grenadiers</e2>, and on their left were the two divisions of Marshal Bernadotte.	13
The <e1>couple</e1> got out safely from the <e2>area</e2>.	8
The <e1>pins</e1> of this <e2>socket</e2> are as thick as the pins of an IC.	2
The exhibition comprises original <e1>drawings</e1> featuring famous <e2>landmarks</e2> between Plymouth and London.	14
Additionally, his <e1>record</e1> as a Vietnam veteran has been documented in a recent <e2>book</e2>.	15
